lenderNames,productNames,loanAmtLenderMax2,minLenderCreditScore2,state,veteran,foreclosure,capacity
Lender 332,Purchase,300000,650,New Jersey,No,Yes,11
Lender 270,Auto,310000,670,Maryland,Yes,No,21
Lender 175,Home Equity,310000,690,Massachusetts,Yes,No,33
Lender 142,Auto,250000,680,Montana,No,Yes,30
Lender 110,ReFi,300000,680,South Carolina,Yes,No,49
Lender 4,ReFi,290000,620,Mississippi,No,No,25
Lender 331,Home Equity,310000,660,Utah,No,No,5
Lender 340,Auto,270000,620,Pennsylvania,Yes,No,2
Lender 308,Auto,310000,680,Ohio,Yes,Yes,47
Lender 49,ReFi,320000,690,Tennessee,Yes,Yes,7
Lender 277,Purchase,340000,720,Idaho,No,Yes,24
Lender 221,ReFi,260000,620,South Carolina,Yes,No,12
Lender 282,ReFi,260000,550,Michigan,No,Yes,42
Lender 83,Auto,270000,630,Florida,No,No,35
Lender 282,Auto,330000,680,Arkansas,Yes,No,3
Lender 306,Purchase,300000,680,Utah,Yes,No,6
Lender 140,Auto,280000,670,New York,Yes,No,9
Lender 382,Auto,300000,630,Maryland,Yes,No,35
Lender 141,Purchase,200000,710,Montana,Yes,No,32
Lender 393,Auto,320000,630,Maine,Yes,Yes,31
Lender 340,Purchase,300000,700,Maryland,No,No,41
Lender 2,Purchase,280000,670,Illinois,No,Yes,33
Lender 287,Home Equity,220000,690,Nebraska,Yes,No,6
Lender 273,Home Equity,350000,620,Maine,No,Yes,45
Lender 149,ReFi,280000,710,North Carolina,No,Yes,8
Lender 56,Auto,240000,640,Vermont,Yes,Yes,9
Lender 16,ReFi,300000,710,Maine,Yes,Yes,17
Lender 290,Home Equity,330000,650,Florida,Yes,No,29
Lender 327,Home Equity,360000,650,Missouri,Yes,No,33
Lender 107,ReFi,260000,600,Kentucky,No,Yes,32
Lender 245,ReFi,350000,770,Mississippi,No,Yes,23
Lender 31,Auto,270000,700,North Carolina,Yes,No,35
Lender 69,ReFi,260000,640,Arizona,Yes,No,21
Lender 289,Purchase,290000,710,Louisiana,No,Yes,6
Lender 196,ReFi,330000,670,Kansas,No,No,10
Lender 244,Purchase,320000,610,Nevada,No,Yes,20
Lender 290,Purchase,270000,670,Kansas,No,No,37
Lender 223,ReFi,240000,630,Iowa,Yes,Yes,10
Lender 306,Auto,300000,640,Alaska,No,No,28
Lender 278,Auto,310000,700,Arkansas,No,No,10
Lender 86,Home Equity,330000,680,Michigan,Yes,Yes,8
Lender 209,Home Equity,270000,610,Tennessee,No,No,43
Lender 120,Purchase,280000,750,Kansas,No,No,37
Lender 55,ReFi,380000,680,Alaska,No,No,16
Lender 366,Home Equity,330000,730,New Mexico,Yes,No,47
Lender 133,Purchase,280000,600,Montana,Yes,No,45
Lender 338,Auto,310000,700,Georgia,Yes,No,19
Lender 348,Home Equity,270000,640,New Hampshire,No,No,15
Lender 143,Auto,280000,650,Arkansas,Yes,No,42
Lender 41,Auto,300000,720,Iowa,No,Yes,39
Lender 296,Purchase,360000,590,Connecticut,Yes,No,40
Lender 366,Auto,310000,590,Massachusetts,Yes,No,24
Lender 221,ReFi,300000,690,Mississippi,No,No,7
Lender 199,Purchase,300000,700,New Jersey,Yes,Yes,49
Lender 334,Auto,340000,580,Illinois,No,No,33
Lender 21,ReFi,270000,640,Nebraska,No,Yes,42
Lender 357,Auto,300000,580,Wyoming,Yes,No,7
Lender 87,Purchase,260000,710,Oregon,No,Yes,31
Lender 63,ReFi,290000,680,Florida,No,Yes,23
Lender 59,Home Equity,320000,740,Oregon,Yes,Yes,40
Lender 171,Auto,320000,730,Texas,Yes,No,42
Lender 182,Home Equity,330000,710,New Hampshire,No,No,16
Lender 398,Home Equity,340000,670,Mississippi,Yes,No,27
Lender 274,Home Equity,340000,760,Louisiana,No,Yes,4
Lender 165,ReFi,240000,650,Connecticut,No,No,5
Lender 304,Auto,280000,670,Virginia,Yes,No,11
Lender 117,Auto,320000,660,Minnesota,Yes,No,31
Lender 98,ReFi,270000,640,Virginia,Yes,Yes,35
Lender 368,Purchase,250000,520,Maine,Yes,Yes,23
Lender 3,Home Equity,330000,600,Washington,No,Yes,9
Lender 184,ReFi,290000,650,Virginia,Yes,No,23
Lender 210,ReFi,310000,660,Virginia,No,Yes,1
Lender 98,Auto,350000,640,Maine,No,No,49
Lender 329,Auto,330000,660,Texas,No,Yes,18
Lender 270,ReFi,310000,680,South Carolina,No,Yes,31
Lender 31,ReFi,350000,620,Minnesota,Yes,Yes,16
Lender 322,Auto,250000,710,Ohio,No,No,38
Lender 129,ReFi,280000,690,Maryland,Yes,Yes,47
Lender 173,Home Equity,320000,640,Arizona,No,No,2
Lender 371,ReFi,260000,740,Colorado,Yes,No,44
Lender 142,Home Equity,250000,690,North Carolina,Yes,Yes,24
Lender 42,Home Equity,340000,600,Connecticut,No,No,0
Lender 96,Purchase,320000,720,Delaware,Yes,Yes,37
Lender 367,Home Equity,260000,700,Indiana,Yes,Yes,12
Lender 348,Auto,300000,630,Louisiana,No,Yes,13
Lender 156,ReFi,300000,690,Arkansas,Yes,Yes,16
Lender 10,ReFi,350000,660,Alaska,Yes,Yes,34
Lender 177,Purchase,320000,680,Indiana,No,No,49
Lender 92,Auto,290000,660,Massachusetts,No,No,47
Lender 201,Home Equity,270000,670,Colorado,Yes,Yes,21
Lender 327,Purchase,310000,630,Arizona,No,No,5
Lender 373,Auto,290000,600,Maine,Yes,Yes,33
Lender 306,Purchase,290000,700,Nevada,No,No,16
Lender 219,ReFi,300000,720,Wyoming,No,Yes,35
Lender 184,Purchase,380000,680,North Carolina,No,Yes,22
Lender 317,Auto,340000,670,North Carolina,Yes,No,23
Lender 290,Auto,290000,620,Alabama,No,Yes,48
Lender 381,Auto,340000,700,North Dakota,No,No,15
Lender 203,ReFi,320000,710,Louisiana,No,No,47
Lender 203,ReFi,340000,710,Kansas,No,Yes,48
Lender 267,Home Equity,280000,650,North Dakota,No,No,14
Lender 245,ReFi,360000,700,Pennsylvania,No,Yes,11
Lender 117,ReFi,320000,610,Michigan,No,Yes,2
Lender 198,Purchase,280000,760,Maine,Yes,No,13
Lender 337,Home Equity,270000,650,Iowa,Yes,No,23
Lender 216,Purchase,320000,670,Georgia,Yes,No,1
Lender 318,ReFi,310000,670,West Virginia,No,No,29
Lender 221,ReFi,320000,640,New Hampshire,No,No,25
Lender 234,ReFi,330000,670,Georgia,Yes,No,11
Lender 336,Purchase,290000,670,Massachusetts,No,No,39
Lender 200,Purchase,260000,690,Hawaii,Yes,No,3
Lender 285,ReFi,300000,620,Michigan,No,No,2
Lender 149,Home Equity,320000,770,New York,No,No,24
Lender 283,Purchase,320000,630,New Jersey,No,No,42
Lender 210,Home Equity,340000,690,Arkansas,No,Yes,37
Lender 86,Purchase,280000,660,New Hampshire,Yes,No,8
Lender 137,Purchase,300000,660,Wyoming,No,Yes,40
Lender 27,Purchase,230000,590,Massachusetts,Yes,No,8
Lender 357,ReFi,250000,600,Montana,Yes,No,36
Lender 336,Home Equity,310000,660,Connecticut,No,Yes,26
Lender 120,ReFi,270000,680,Kansas,Yes,Yes,16
Lender 100,Purchase,300000,690,Utah,No,Yes,46
Lender 308,Auto,310000,570,Missouri,No,No,33
Lender 246,Auto,350000,710,Pennsylvania,No,No,6
Lender 104,ReFi,300000,620,Ohio,Yes,No,9
Lender 325,Home Equity,290000,710,New Jersey,No,Yes,45
Lender 228,Home Equity,290000,730,Mississippi,Yes,Yes,22
Lender 220,Auto,340000,640,South Dakota,No,Yes,30
Lender 277,Purchase,240000,740,Texas,No,No,1
Lender 215,Auto,310000,670,Minnesota,No,No,31
Lender 139,Auto,330000,680,Idaho,Yes,No,33
Lender 201,ReFi,340000,640,Maryland,No,No,9
Lender 45,Home Equity,290000,660,West Virginia,Yes,No,20
Lender 48,Auto,280000,680,Iowa,Yes,No,13
Lender 350,ReFi,290000,620,Virginia,Yes,Yes,3
Lender 258,Purchase,340000,600,South Dakota,No,No,50
Lender 388,Purchase,340000,610,North Dakota,Yes,No,28
Lender 248,Purchase,230000,610,New Hampshire,Yes,Yes,28
Lender 172,Home Equity,310000,620,South Dakota,Yes,No,40
Lender 50,Auto,310000,700,North Dakota,Yes,Yes,17
Lender 7,Purchase,290000,680,Oklahoma,No,No,6
Lender 47,Purchase,270000,620,Missouri,Yes,Yes,49
Lender 106,Auto,300000,720,Colorado,No,Yes,26
Lender 221,Home Equity,270000,640,Vermont,Yes,Yes,46
Lender 88,Auto,300000,720,West Virginia,Yes,No,24
Lender 108,ReFi,290000,630,Pennsylvania,No,Yes,5
Lender 319,Auto,290000,660,Alabama,Yes,No,4
Lender 190,Home Equity,300000,730,Wyoming,Yes,No,38
Lender 69,Home Equity,270000,690,California,No,Yes,41
Lender 43,Home Equity,310000,620,Nebraska,Yes,Yes,48
Lender 24,Auto,310000,590,South Carolina,No,Yes,23
Lender 195,Home Equity,260000,650,Ohio,No,No,32
Lender 36,ReFi,290000,750,Maine,Yes,Yes,14
Lender 138,Home Equity,370000,620,Nebraska,No,No,31
Lender 56,Home Equity,270000,730,Maine,Yes,Yes,19
Lender 239,ReFi,260000,660,Connecticut,No,Yes,21
Lender 126,ReFi,260000,710,Maine,Yes,Yes,5
Lender 279,Purchase,280000,690,Hawaii,No,No,28
Lender 19,Home Equity,270000,690,Wyoming,No,Yes,11
Lender 14,Auto,320000,670,Indiana,Yes,No,45
Lender 128,Auto,290000,580,Florida,Yes,No,21
Lender 267,Purchase,330000,670,South Dakota,No,No,11
Lender 291,Auto,310000,630,Alaska,Yes,No,37
Lender 113,Auto,350000,670,South Dakota,No,No,17
Lender 66,Auto,340000,700,Arkansas,No,No,23
Lender 287,Home Equity,280000,690,Texas,Yes,Yes,46
Lender 198,Auto,260000,670,Washington,Yes,No,14
Lender 249,Purchase,300000,710,New Jersey,Yes,Yes,12
Lender 104,Home Equity,290000,630,West Virginia,No,No,13
Lender 293,ReFi,260000,600,Oregon,Yes,No,27
Lender 254,Auto,240000,580,Delaware,Yes,Yes,24
Lender 169,ReFi,310000,580,Wisconsin,No,Yes,35
Lender 131,Purchase,250000,710,Rhode Island,No,No,4
Lender 128,Home Equity,330000,800,New Mexico,Yes,Yes,48
Lender 365,Purchase,320000,710,New Jersey,No,Yes,40
Lender 44,Purchase,280000,640,Arkansas,Yes,No,32
Lender 10,Home Equity,340000,650,South Dakota,No,No,41
Lender 262,Auto,250000,670,Arkansas,No,Yes,33
Lender 363,Home Equity,260000,630,New Jersey,No,Yes,46
Lender 330,Home Equity,320000,570,New York,Yes,Yes,13
Lender 381,Purchase,330000,610,Maryland,Yes,Yes,3
Lender 266,Purchase,300000,720,Tennessee,Yes,No,19
Lender 299,Purchase,300000,730,Washington,Yes,No,39
Lender 37,ReFi,280000,720,Ohio,Yes,Yes,21
Lender 389,Home Equity,310000,770,Arkansas,Yes,No,40
Lender 196,ReFi,260000,710,North Carolina,Yes,Yes,48
Lender 134,Home Equity,360000,670,Idaho,Yes,No,48
Lender 18,Purchase,330000,700,Vermont,No,Yes,39
Lender 178,ReFi,290000,540,Oregon,Yes,No,36
Lender 110,Home Equity,260000,690,Alaska,No,Yes,19
Lender 113,Home Equity,310000,650,New Mexico,No,Yes,35
Lender 379,Auto,300000,660,Oregon,Yes,No,17
Lender 49,Purchase,340000,670,New Jersey,Yes,Yes,7
Lender 358,Home Equity,300000,800,Texas,No,No,35
Lender 21,Home Equity,250000,730,Virginia,No,No,14
Lender 399,Auto,300000,680,Arizona,Yes,No,9
Lender 177,ReFi,320000,560,Missouri,No,No,39
Lender 96,Auto,350000,690,West Virginia,No,No,0
Lender 285,Purchase,270000,600,Montana,Yes,No,5
Lender 93,Purchase,360000,650,Arkansas,No,No,4
Lender 314,Auto,240000,670,Mississippi,Yes,Yes,20
Lender 28,Auto,240000,680,West Virginia,Yes,Yes,50
Lender 349,Auto,310000,690,New Mexico,No,No,43
Lender 293,Purchase,340000,660,New Hampshire,Yes,No,18
Lender 333,Purchase,310000,760,Maine,Yes,Yes,20
Lender 178,Purchase,260000,700,Massachusetts,Yes,Yes,35
Lender 184,Purchase,380000,680,Illinois,Yes,No,34
Lender 382,Purchase,370000,650,Rhode Island,Yes,Yes,26
Lender 226,Auto,280000,760,Idaho,Yes,No,19
Lender 325,Auto,320000,620,Nebraska,Yes,No,30
Lender 54,Auto,240000,640,Missouri,Yes,No,14
Lender 135,ReFi,360000,660,Kentucky,No,No,9
Lender 145,Auto,290000,660,North Dakota,Yes,Yes,33
Lender 337,Purchase,210000,710,Kentucky,Yes,No,39
Lender 230,Purchase,280000,610,Maine,No,No,30
Lender 76,Home Equity,250000,710,Indiana,No,Yes,0
Lender 236,Purchase,310000,680,New Mexico,No,No,28
Lender 325,ReFi,340000,680,Washington,No,No,31
Lender 263,Auto,350000,710,Alabama,No,Yes,25
Lender 263,Purchase,400000,620,California,Yes,No,1
Lender 313,ReFi,330000,610,Iowa,Yes,No,26
Lender 255,Auto,310000,710,Iowa,Yes,No,27
Lender 397,Purchase,320000,640,Delaware,Yes,Yes,41
Lender 182,Auto,320000,630,Colorado,No,No,50
Lender 284,ReFi,320000,680,Connecticut,Yes,No,31
Lender 46,Home Equity,360000,680,Colorado,No,No,41
Lender 283,Auto,300000,680,Idaho,No,No,45
Lender 340,Auto,300000,680,New Hampshire,Yes,Yes,49
Lender 122,Purchase,320000,610,Oklahoma,Yes,Yes,33
Lender 386,Purchase,350000,600,Utah,Yes,No,41
Lender 46,Auto,290000,680,Pennsylvania,Yes,Yes,48
Lender 2,Home Equity,300000,750,Illinois,No,Yes,21
Lender 274,Purchase,250000,600,Arizona,Yes,No,46
Lender 216,ReFi,290000,740,Arizona,No,Yes,37
Lender 151,Purchase,310000,700,Nevada,No,No,40
Lender 332,Purchase,350000,670,Nevada,No,No,28
Lender 22,Auto,250000,680,Oregon,Yes,Yes,10
Lender 142,Purchase,290000,620,Montana,No,Yes,24
Lender 25,Home Equity,390000,640,New York,No,Yes,12
Lender 103,ReFi,340000,700,Rhode Island,No,Yes,23
Lender 131,ReFi,330000,630,West Virginia,Yes,Yes,1
Lender 311,Home Equity,350000,720,Vermont,No,Yes,1
Lender 228,Purchase,330000,690,Kansas,No,Yes,1
Lender 345,ReFi,320000,690,Kansas,No,Yes,12
Lender 161,Purchase,280000,680,Tennessee,No,Yes,31
Lender 319,ReFi,250000,630,Hawaii,Yes,No,9
Lender 228,Auto,300000,600,Arkansas,Yes,No,18
Lender 399,ReFi,270000,770,South Dakota,Yes,No,41
Lender 27,ReFi,290000,750,California,No,Yes,31
Lender 386,Home Equity,330000,660,Maryland,No,No,43
Lender 207,Purchase,310000,650,Texas,Yes,No,0
Lender 250,Auto,290000,750,Iowa,No,No,47
Lender 277,Auto,290000,600,Tennessee,Yes,No,25
Lender 299,Purchase,320000,620,Iowa,No,Yes,40
Lender 200,Purchase,350000,640,Nevada,Yes,No,4
Lender 355,Auto,280000,690,New York,No,Yes,3
Lender 329,Purchase,270000,600,Minnesota,Yes,No,45
Lender 128,Purchase,300000,660,Michigan,No,No,1
Lender 85,Purchase,320000,680,Wisconsin,No,Yes,14
Lender 300,Auto,270000,680,New Mexico,No,Yes,33
Lender 248,Auto,320000,710,New Jersey,Yes,No,30
Lender 321,Home Equity,310000,650,Illinois,No,No,19
Lender 343,ReFi,270000,770,New Mexico,Yes,No,23
Lender 25,Purchase,300000,680,Kansas,Yes,No,32
Lender 311,Purchase,330000,710,Missouri,No,Yes,19
Lender 274,Purchase,270000,610,Minnesota,No,No,47
Lender 358,ReFi,290000,650,Georgia,Yes,Yes,25
Lender 114,Purchase,280000,740,Illinois,No,No,7
Lender 66,Home Equity,340000,650,Maryland,Yes,Yes,5
Lender 391,Home Equity,240000,650,Indiana,No,Yes,36
Lender 261,Home Equity,330000,640,Vermont,Yes,Yes,4
Lender 108,Home Equity,270000,550,Wyoming,No,No,10
Lender 7,Auto,280000,630,Hawaii,No,No,48
Lender 296,Home Equity,270000,690,Kansas,Yes,No,19
Lender 204,Purchase,330000,690,Florida,No,No,30
Lender 282,ReFi,300000,670,New Jersey,No,Yes,31
Lender 358,Purchase,300000,670,Ohio,No,Yes,38
Lender 294,Home Equity,320000,700,Wyoming,No,No,37
Lender 85,ReFi,320000,620,Connecticut,Yes,No,48
Lender 340,Auto,360000,740,Louisiana,Yes,Yes,14
Lender 253,ReFi,330000,690,Connecticut,Yes,Yes,28
Lender 324,Home Equity,260000,810,Wisconsin,Yes,Yes,19
Lender 258,ReFi,280000,650,Tennessee,Yes,Yes,31
Lender 70,Auto,330000,570,Minnesota,No,No,1
Lender 226,Home Equity,220000,690,California,No,No,45
Lender 228,Auto,300000,740,Kentucky,No,No,47
Lender 180,ReFi,310000,630,Ohio,Yes,No,1
Lender 196,Auto,320000,720,Vermont,Yes,No,33
Lender 79,Auto,340000,660,Colorado,No,No,0
Lender 96,Home Equity,280000,740,Vermont,Yes,Yes,49
Lender 317,Auto,300000,690,Wyoming,Yes,Yes,42
Lender 251,ReFi,250000,620,Virginia,Yes,Yes,32
Lender 332,Home Equity,320000,590,Missouri,Yes,No,13
Lender 147,Home Equity,280000,720,Rhode Island,Yes,Yes,15
Lender 25,Home Equity,320000,610,Rhode Island,Yes,Yes,47
Lender 245,Purchase,270000,720,Colorado,No,Yes,24
Lender 18,Auto,290000,650,North Dakota,No,Yes,18
Lender 280,Auto,300000,730,Kansas,Yes,No,41
Lender 372,Auto,280000,660,Maryland,Yes,No,40
Lender 235,Home Equity,340000,620,Mississippi,No,Yes,45
Lender 268,Home Equity,310000,670,Indiana,No,Yes,40
Lender 374,Purchase,260000,570,Maine,No,Yes,21
Lender 306,Auto,320000,710,Connecticut,Yes,No,2
Lender 139,Auto,350000,730,Tennessee,No,No,21
Lender 217,ReFi,280000,710,Delaware,Yes,No,41
Lender 251,Purchase,330000,690,Arkansas,No,No,39
Lender 249,Purchase,240000,640,California,Yes,Yes,7
Lender 124,ReFi,240000,630,California,Yes,Yes,43
Lender 301,Auto,350000,650,California,Yes,No,10
Lender 321,Purchase,350000,660,Nebraska,Yes,No,16
Lender 250,Home Equity,290000,750,Idaho,Yes,No,12
Lender 367,Home Equity,270000,650,North Carolina,No,Yes,2
Lender 269,ReFi,290000,730,Ohio,Yes,No,3
Lender 334,Home Equity,250000,640,South Dakota,No,No,37
Lender 80,Purchase,320000,690,Indiana,Yes,No,30
Lender 391,Auto,360000,720,Hawaii,Yes,Yes,40
Lender 263,Home Equity,290000,680,Hawaii,Yes,Yes,25
Lender 263,Purchase,280000,680,Mississippi,No,No,17
Lender 195,Home Equity,300000,700,Kentucky,Yes,No,23
Lender 86,Purchase,310000,700,Arizona,No,No,19
Lender 68,Purchase,260000,580,Wyoming,Yes,Yes,33
Lender 272,ReFi,350000,630,Mississippi,No,Yes,5
Lender 29,Home Equity,370000,700,California,Yes,No,4
Lender 159,Auto,290000,700,South Dakota,Yes,Yes,17
Lender 257,Auto,280000,690,Alaska,No,No,8
Lender 374,Purchase,320000,610,Rhode Island,Yes,No,4
Lender 342,Auto,260000,740,Connecticut,No,Yes,13
Lender 299,Home Equity,270000,580,Ohio,No,Yes,20
Lender 258,Auto,300000,650,Utah,Yes,No,22
Lender 28,Purchase,330000,620,Illinois,Yes,Yes,50
Lender 59,ReFi,320000,630,Connecticut,No,No,22
Lender 97,Auto,290000,740,Virginia,No,Yes,21
Lender 23,Purchase,350000,680,Georgia,Yes,No,36
Lender 353,Purchase,330000,630,Indiana,No,Yes,14
Lender 69,Purchase,270000,660,California,No,Yes,16
Lender 157,Home Equity,300000,700,Alaska,Yes,No,37
Lender 342,Home Equity,260000,630,South Dakota,Yes,No,15
Lender 83,Purchase,320000,660,Kentucky,No,Yes,42
Lender 45,Auto,340000,630,Michigan,No,No,46
Lender 27,ReFi,370000,600,Colorado,Yes,Yes,25
Lender 184,Auto,330000,610,Colorado,Yes,No,48
Lender 196,ReFi,360000,660,Oklahoma,No,No,43
Lender 323,ReFi,220000,740,Kentucky,No,Yes,38
Lender 114,Purchase,320000,700,Utah,No,Yes,35
Lender 45,Purchase,310000,650,Nevada,Yes,No,26
Lender 280,Home Equity,260000,680,Nebraska,Yes,Yes,2
Lender 204,Home Equity,300000,770,Delaware,Yes,No,45
Lender 137,Purchase,310000,650,Nebraska,Yes,Yes,11
Lender 353,ReFi,350000,730,Alaska,No,Yes,11
Lender 222,Auto,270000,720,Illinois,No,No,32
Lender 253,Purchase,270000,680,Ohio,Yes,No,32
Lender 72,ReFi,280000,700,Vermont,Yes,No,45
Lender 89,Auto,340000,730,Alaska,Yes,Yes,37
Lender 387,Purchase,340000,760,New Hampshire,No,Yes,14
Lender 55,Auto,360000,790,Nevada,Yes,No,7
Lender 61,ReFi,280000,710,Idaho,No,Yes,22
Lender 160,Purchase,320000,640,Maryland,No,Yes,39
Lender 139,Auto,210000,690,Wyoming,Yes,Yes,45
Lender 105,Auto,310000,650,Hawaii,No,Yes,30
Lender 43,Purchase,380000,650,Maine,Yes,No,17
Lender 163,ReFi,350000,650,Iowa,No,Yes,28
Lender 282,Home Equity,290000,650,Vermont,No,No,12
Lender 80,Home Equity,310000,740,Arkansas,No,No,47
Lender 107,Home Equity,310000,660,Pennsylvania,Yes,Yes,13
Lender 363,Auto,290000,760,Indiana,No,No,15
Lender 193,Home Equity,280000,730,Illinois,No,Yes,20
Lender 98,Auto,270000,660,North Dakota,Yes,Yes,27
Lender 392,Purchase,250000,750,Hawaii,No,No,18
Lender 189,Auto,280000,590,Virginia,Yes,No,20
Lender 188,Home Equity,290000,670,Oklahoma,No,Yes,29
Lender 59,Auto,310000,640,Virginia,No,No,10
Lender 117,Purchase,370000,730,Minnesota,No,No,42
Lender 65,Purchase,320000,710,Alaska,Yes,No,21
Lender 331,Home Equity,360000,660,North Carolina,Yes,Yes,33
Lender 221,ReFi,280000,650,South Carolina,No,No,43
Lender 289,Purchase,210000,670,Kansas,Yes,Yes,0
Lender 324,Auto,270000,660,New Mexico,No,Yes,13
Lender 186,Auto,330000,620,Hawaii,Yes,No,6
Lender 391,Purchase,300000,690,Kansas,Yes,Yes,44
Lender 208,ReFi,270000,670,Georgia,No,Yes,16
Lender 212,Home Equity,270000,680,Kansas,Yes,Yes,6
Lender 207,Purchase,270000,730,Louisiana,No,Yes,42
Lender 366,Auto,290000,700,Iowa,No,No,40
Lender 223,Auto,340000,770,California,Yes,No,3
Lender 22,Home Equity,350000,680,New Jersey,No,Yes,36
Lender 334,Home Equity,320000,620,South Carolina,No,No,22
Lender 331,Auto,310000,690,New Hampshire,No,Yes,26
Lender 354,Purchase,370000,700,Maryland,Yes,No,48
Lender 356,Auto,270000,730,Idaho,No,Yes,15
Lender 230,Auto,240000,630,Delaware,No,Yes,33
Lender 88,Purchase,220000,630,Indiana,No,No,7
Lender 20,Home Equity,260000,670,Maine,Yes,No,12
Lender 123,Home Equity,300000,560,Arkansas,Yes,No,37
Lender 122,ReFi,280000,610,Missouri,Yes,Yes,49
Lender 22,ReFi,220000,560,Alaska,Yes,No,38
Lender 113,Auto,300000,620,Maine,No,Yes,43
Lender 320,ReFi,370000,640,Oklahoma,Yes,No,28
Lender 242,Purchase,280000,590,Tennessee,Yes,Yes,48
Lender 323,Purchase,260000,660,Virginia,Yes,Yes,28
Lender 65,Auto,340000,710,Florida,Yes,Yes,27
Lender 78,Home Equity,280000,630,Oregon,No,No,17
Lender 58,Home Equity,340000,640,Kansas,No,Yes,6
Lender 198,ReFi,280000,580,Oklahoma,No,No,31
Lender 229,Purchase,350000,640,Florida,No,Yes,49
Lender 94,Purchase,370000,730,Idaho,Yes,No,3
Lender 325,Home Equity,320000,640,Alaska,No,Yes,37
Lender 144,Home Equity,330000,720,Delaware,Yes,Yes,4
Lender 32,Purchase,290000,740,Iowa,No,No,39
Lender 372,Purchase,320000,640,Vermont,No,Yes,21
Lender 264,Home Equity,360000,650,Wisconsin,No,No,39
Lender 91,ReFi,210000,710,New Jersey,Yes,Yes,32
Lender 68,Home Equity,300000,610,Washington,No,No,33
Lender 248,Auto,270000,710,Wisconsin,Yes,Yes,7
Lender 290,Auto,340000,640,Nebraska,Yes,No,13
Lender 319,Auto,330000,690,Wyoming,Yes,No,32
Lender 83,Purchase,270000,670,Virginia,Yes,Yes,31
Lender 284,Auto,360000,710,South Carolina,No,No,48
Lender 152,Home Equity,290000,690,Maine,No,Yes,20
Lender 345,Home Equity,330000,680,Kansas,Yes,Yes,24
Lender 81,ReFi,250000,670,Vermont,Yes,No,37
Lender 216,ReFi,290000,690,Wyoming,Yes,No,14
Lender 122,Home Equity,300000,690,New Hampshire,No,No,46
Lender 232,Purchase,290000,820,Ohio,Yes,Yes,42
Lender 87,Home Equity,320000,680,Wisconsin,Yes,Yes,49
Lender 143,Auto,340000,640,Delaware,No,Yes,15
Lender 316,Home Equity,300000,660,Nebraska,Yes,No,31
Lender 96,ReFi,280000,780,Maine,No,Yes,35
Lender 299,Auto,310000,670,Florida,Yes,Yes,43
Lender 54,ReFi,310000,630,Texas,Yes,No,35
Lender 376,Home Equity,310000,670,Idaho,No,Yes,19
Lender 32,ReFi,310000,730,New Hampshire,No,No,22
Lender 275,Auto,320000,610,Utah,No,Yes,47
Lender 152,ReFi,300000,760,Delaware,No,Yes,37
Lender 225,Auto,300000,770,Washington,Yes,Yes,48
Lender 58,Purchase,290000,660,Virginia,No,No,33
Lender 156,Purchase,290000,650,North Carolina,No,Yes,31
Lender 226,Purchase,310000,580,Michigan,No,No,11
Lender 74,Auto,270000,770,Nebraska,No,No,46
Lender 129,Purchase,250000,670,Tennessee,Yes,No,43
Lender 291,Auto,290000,640,Colorado,Yes,No,12
Lender 54,ReFi,260000,620,Georgia,No,Yes,40
Lender 312,Purchase,300000,630,Pennsylvania,Yes,No,23
Lender 380,Home Equity,300000,630,Utah,Yes,No,17
Lender 18,Purchase,260000,640,Arizona,Yes,Yes,40
Lender 72,ReFi,260000,510,North Carolina,No,Yes,49
Lender 207,ReFi,270000,570,Maryland,Yes,Yes,49
Lender 162,Purchase,270000,690,Washington,Yes,No,34
Lender 400,Home Equity,340000,730,South Dakota,Yes,No,29
Lender 167,Auto,280000,690,Indiana,Yes,Yes,13
Lender 28,Auto,340000,700,Louisiana,No,Yes,29
Lender 134,ReFi,300000,600,Iowa,No,No,8
Lender 28,Purchase,300000,770,Massachusetts,No,No,30
